full_code	short_code	description	type	n	n_cases	n_controls	source	main_source	file_name	file_sha1	box_share_url	wget_command
22601_22153070-Job_coding_dentist_dental_surgeon_orthodontist_periodontist	22601_22153070	Job coding: dentist, dental surgeon, orthodontist, periodontist (22601_22153070)	binary	89866	285	89581	UK Biobank	Rapid GWAS Project	smultixcan_22601_22153070_ccn30.tsv.gz	a79ddd2d40cf2dbc5748ce23ca7726d2eb4f715e	https://uchicago.box.com/shared/static/ajsu9916jhk4m47byapg5jxty1hdg9zx.gz	wget https://uchicago.box.com/shared/static/ajsu9916jhk4m47byapg5jxty1hdg9zx.gz -O smultixcan_22601_22153070_ccn30.tsv.gz
22601_23113030-Job_coding_university_lecturerprofessor	22601_23113030	Job coding: university lecturer/professor (22601_23113030)	binary	89866	437	89429	UK Biobank	Rapid GWAS Project	smultixcan_22601_23113030_ccn30.tsv.gz	383d40b39e22caa803723c0dd80602e92d64fa58	https://uchicago.box.com/shared/static/r0o579my845uh4gii0xm59fnelr3xtmh.gz	wget https://uchicago.box.com/shared/static/r0o579my845uh4gii0xm59fnelr3xtmh.gz -O smultixcan_22601_23113030_ccn30.tsv.gz
22601_23113399-Job_coding_higher_education_teaching_professional_university_lecturerprofessor_including_collegeuniversity_headvice_chancellor	22601_23113399	Job coding: higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor) (22601_23113399)	binary	89866	2631	87235	UK Biobank	Rapid GWAS Project	smultixcan_22601_23113399_ccn30.tsv.gz	66219647ed487111884087661ad783022259af97	https://uchicago.box.com/shared/static/1b2dsxdgd85mfqkud2046z48ttygkba1.gz	wget https://uchicago.box.com/shared/static/1b2dsxdgd85mfqkud2046z48ttygkba1.gz -O smultixcan_22601_23113399_ccn30.tsv.gz
22601_23123400-Job_coding_further_education_teaching_professional_college_lecturerprofessor	22601_23123400	Job coding: further education teaching professional, college lecturer/professor (22601_23123400)	binary	89866	2467	87399	UK Biobank	Rapid GWAS Project	smultixcan_22601_23123400_ccn30.tsv.gz	a74840425aced48f56a55b33d83819bea0bcf48a	https://uchicago.box.com/shared/static/qe5solhwm180bqu3eemdvjlkjg980q15.gz	wget https://uchicago.box.com/shared/static/qe5solhwm180bqu3eemdvjlkjg980q15.gz -O smultixcan_22601_23123400_ccn30.tsv.gz
22601_23133420-Job_coding_education_officer_director_of_education_curriculum_development_officer	22601_23133420	Job coding: education officer, director of education, curriculum development officer (22601_23133420)	binary	89866	881	88985	UK Biobank	Rapid GWAS Project	smultixcan_22601_23133420_ccn30.tsv.gz	d69173244b0c38381363486d33bedc2b63686e4e	https://uchicago.box.com/shared/static/e44d8cm6di6wywpxk1dpled3iua008pz.gz	wget https://uchicago.box.com/shared/static/e44d8cm6di6wywpxk1dpled3iua008pz.gz -O smultixcan_22601_23133420_ccn30.tsv.gz
22601_23133421-Job_coding_school_inspector_education_inspector	22601_23133421	Job coding: school inspector, education inspector (22601_23133421)	binary	89866	238	89628	UK Biobank	Rapid GWAS Project	smultixcan_22601_23133421_ccn30.tsv.gz	293a0d1863d1aaf1cf9fcf8ce7d9d1d8d477a57c	https://uchicago.box.com/shared/static/sw3xbdp8utvuuktz11xfbt3cjdrc8zde.gz	wget https://uchicago.box.com/shared/static/sw3xbdp8utvuuktz11xfbt3cjdrc8zde.gz -O smultixcan_22601_23133421_ccn30.tsv.gz
22601_23143401-Job_coding_secondary_school_teacher_or_teaching_professional_including_head_teacher	22601_23143401	Job coding: secondary school teacher or teaching professional (including head teacher) (22601_23143401)	binary	89866	7556	82310	UK Biobank	Rapid GWAS Project	smultixcan_22601_23143401_ccn30.tsv.gz	f28767fbfdcd9d23f27e8a340c3a2f136c4e1943	https://uchicago.box.com/shared/static/g4e4r5uih8mfgr5mapj9cje1k7bmdmyj.gz	wget https://uchicago.box.com/shared/static/g4e4r5uih8mfgr5mapj9cje1k7bmdmyj.gz -O smultixcan_22601_23143401_ccn30.tsv.gz
22601_23153402-Job_coding_primary_junior_school_teacher_or_teaching_professional_nursery_school_teacher_including_head_teacher	22601_23153402	Job coding: primary /junior school teacher or teaching professional, nursery school teacher (including head teacher) (22601_23153402)	binary	89866	5555	84311	UK Biobank	Rapid GWAS Project	smultixcan_22601_23153402_ccn30.tsv.gz	7b0ae7dc7d332bec4cbb22b09776f4e22e1f0da0	https://uchicago.box.com/shared/static/s74d9tieo4d1rgy1qtjr8yljh17i4409.gz	wget https://uchicago.box.com/shared/static/s74d9tieo4d1rgy1qtjr8yljh17i4409.gz -O smultixcan_22601_23153402_ccn30.tsv.gz
22601_23163403-Job_coding_special_needs_teaching_professional_including_head_teacher	22601_23163403	Job coding: special needs teaching professional (including head teacher) (22601_23163403)	binary	89866	1188	88678	UK Biobank	Rapid GWAS Project	smultixcan_22601_23163403_ccn30.tsv.gz	c875adc1683824d65a068236bb10ccfb50f36934	https://uchicago.box.com/shared/static/uq2qlv44idlv5p8enyrbtbhfx3tzh610.gz	wget https://uchicago.box.com/shared/static/uq2qlv44idlv5p8enyrbtbhfx3tzh610.gz -O smultixcan_22601_23163403_ccn30.tsv.gz
22601_23173422-Job_coding_registrar_or_senior_administrator_of_educational_establishment_bursar_registrar_university_administrator	22601_23173422	Job coding: registrar or senior administrator of educational establishment, bursar, registrar, university administrator (22601_23173422)	binary	89866	1425	88441	UK Biobank	Rapid GWAS Project	smultixcan_22601_23173422_ccn30.tsv.gz	705fe5fbdd4f2a285953a524e25b648870b8383a	https://uchicago.box.com/shared/static/puosjex8w4xti0nex2k1nb0up3e3lrh0.gz	wget https://uchicago.box.com/shared/static/puosjex8w4xti0nex2k1nb0up3e3lrh0.gz -O smultixcan_22601_23173422_ccn30.tsv.gz
22601_23193405-Job_coding_other_teaching_professional_including_private_tutor_tefl_teaching_english_as_a_foreign_language_teacher_tutor_at_adult_education_centre_etc	22601_23193405	Job coding: other teaching professional including private tutor, tefl (teaching english as a foreign language) teacher; tutor at adult education centre, etc. (22601_23193405)	binary	89866	1389	88477	UK Biobank	Rapid GWAS Project	smultixcan_22601_23193405_ccn30.tsv.gz	229c5f8bb7978be6589e1d88c730fdfb601ed6c8	https://uchicago.box.com/shared/static/t5ui7n0849zhp7rgiqtvg1sv56nq5cou.gz	wget https://uchicago.box.com/shared/static/t5ui7n0849zhp7rgiqtvg1sv56nq5cou.gz -O smultixcan_22601_23193405_ccn30.tsv.gz
22601_23193429-Job_coding_day_nursery_manager_or_owner	22601_23193429	Job coding: day nursery manager or owner (22601_23193429)	binary	89866	113	89753	UK Biobank	Rapid GWAS Project	smultixcan_22601_23193429_ccn30.tsv.gz	4dac62e20a86c9ffa378665fa5dc6b9ae9b33b0a	https://uchicago.box.com/shared/static/q4sx46g8jww5i7ya4npc956g0jf9roa4.gz	wget https://uchicago.box.com/shared/static/q4sx46g8jww5i7ya4npc956g0jf9roa4.gz -O smultixcan_22601_23193429_ccn30.tsv.gz
22601_23213026-Job_coding_scientific_researcher_scientific_officer_medical_research_associate_experimental_officer	22601_23213026	Job coding: scientific researcher, scientific officer, medical research associate, experimental officer (22601_23213026)	binary	89866	1165	88701	UK Biobank	Rapid GWAS Project	smultixcan_22601_23213026_ccn30.tsv.gz	dc3129d34cc74a180dfb00417ef6df140532f94a	https://uchicago.box.com/shared/static/93iwd8cie4kjejlkao3off8p1y6smoh7.gz	wget https://uchicago.box.com/shared/static/93iwd8cie4kjejlkao3off8p1y6smoh7.gz -O smultixcan_22601_23213026_ccn30.tsv.gz
22601_23223027-Job_coding_social_science_researcher_anthropologist_sociologist_archaeologist_behavioural_scientist_epidemiologist_government_survey_officer	22601_23223027	Job coding: social science researcher, anthropologist, sociologist, archaeologist, behavioural scientist, epidemiologist, government survey officer (22601_23223027)	binary	89866	410	89456	UK Biobank	Rapid GWAS Project	smultixcan_22601_23223027_ccn30.tsv.gz	13ece9e70ba7f420f48213197c8686b167e32fb0	https://uchicago.box.com/shared/static/lxyf2fxim9lcnkoqa0uhu1jy08mvj8n1.gz	wget https://uchicago.box.com/shared/static/lxyf2fxim9lcnkoqa0uhu1jy08mvj8n1.gz -O smultixcan_22601_23223027_ccn30.tsv.gz
22601_23293029-Job_coding_university_research_fellow_or_assistantassociate	22601_23293029	Job coding: university research fellow or assistant/associate (22601_23293029)	binary	89866	702	89164	UK Biobank	Rapid GWAS Project	smultixcan_22601_23293029_ccn30.tsv.gz	55ddce5dc202ece20fec5bea8f9fe67a70abde7e	https://uchicago.box.com/shared/static/nil6oq00104e48aertlpzlhh4xiy8uag.gz	wget https://uchicago.box.com/shared/static/nil6oq00104e48aertlpzlhh4xiy8uag.gz -O smultixcan_22601_23293029_ccn30.tsv.gz
22601_23293031-Job_coding_other_researchers_including_in_broadcasting_journalism_photography_printing_and_publishing	22601_23293031	Job coding: other researchers including in broadcasting, journalism, photography, printing and publishing (22601_23293031)	binary	89866	158	89708	UK Biobank	Rapid GWAS Project	smultixcan_22601_23293031_ccn30.tsv.gz	e038d269a96f60f80f20d7149a1664050e607972	https://uchicago.box.com/shared/static/h5bnqs5snl3bd9tn2kz7m9s92fo6etkb.gz	wget https://uchicago.box.com/shared/static/h5bnqs5snl3bd9tn2kz7m9s92fo6etkb.gz -O smultixcan_22601_23293031_ccn30.tsv.gz
22601_23293164-Job_coding_researcher_in_broadcasting_journalism_photography_printing_and_publishing	22601_23293164	Job coding: researcher in broadcasting, journalism, photography, printing and publishing (22601_23293164)	binary	89866	162	89704	UK Biobank	Rapid GWAS Project	smultixcan_22601_23293164_ccn30.tsv.gz	04e59b86d886723c2f0a3c155d0bcd843246f08a	https://uchicago.box.com/shared/static/zvtailxrdvm0acjz3wravku6fqz1uhf2.gz	wget https://uchicago.box.com/shared/static/zvtailxrdvm0acjz3wravku6fqz1uhf2.gz -O smultixcan_22601_23293164_ccn30.tsv.gz
22601_24113277-Job_coding_solicitor_lawyer_barrister_judge_coroner_articled_clerk_attorney_advocate_stipendiary_magistrate_fiscalcrown_prosecutor_sheriff_scottish_courts_legal_services_recorder	22601_24113277	Job coding: solicitor, lawyer, barrister, judge, coroner, articled clerk, attorney, advocate, stipendiary magistrate, fiscal/crown prosecutor, sheriff (scottish courts), legal services recorder (22601_24113277)	binary	89866	1071	88795	UK Biobank	Rapid GWAS Project	smultixcan_22601_24113277_ccn30.tsv.gz	19486dc5205cfc8e9bcb24cc0ea3a28a2e547999	https://uchicago.box.com/shared/static/gniluh6r5l9c8bnqcs7lvn5y0o5bi2jk.gz	wget https://uchicago.box.com/shared/static/gniluh6r5l9c8bnqcs7lvn5y0o5bi2jk.gz -O smultixcan_22601_24113277_ccn30.tsv.gz
22601_24193278-Job_coding_other_legal_professional_including_court_clerk_legal_officeradvisor_clerk_to_the_justices_legal_services_registrar	22601_24193278	Job coding: other legal professional including: court clerk, legal officer/advisor, clerk to the justices, legal services registrar (22601_24193278)	binary	89866	172	89694	UK Biobank	Rapid GWAS Project	smultixcan_22601_24193278_ccn30.tsv.gz	f7eca8c48b966230c739dd1ff1d3fca88f674020	https://uchicago.box.com/shared/static/mmxw2vc82r7jv7qtyvqxkur2dnlp1gxg.gz	wget https://uchicago.box.com/shared/static/mmxw2vc82r7jv7qtyvqxkur2dnlp1gxg.gz -O smultixcan_22601_24193278_ccn30.tsv.gz
22601_24213281-Job_coding_charteredcertified_accountant_auditor_company_accountant_articledaudit_clerk_official_receiver	22601_24213281	Job coding: chartered/certified accountant, auditor, company accountant, articled/audit clerk, official receiver (22601_24213281)	binary	89866	1919	87947	UK Biobank	Rapid GWAS Project	smultixcan_22601_24213281_ccn30.tsv.gz	1500f5541cd70303f920f0288859358a73127e52	https://uchicago.box.com/shared/static/81umre88bqcihww0j3svismp1psbxfiy.gz	wget https://uchicago.box.com/shared/static/81umre88bqcihww0j3svismp1psbxfiy.gz -O smultixcan_22601_24213281_ccn30.tsv.gz
22601_24223282-Job_coding_management_accountant_works_accountant_cost_accountant	22601_24223282	Job coding: management accountant, works accountant, cost accountant (22601_24223282)	binary	89866	759	89107	UK Biobank	Rapid GWAS Project	smultixcan_22601_24223282_ccn30.tsv.gz	fc41b09781139367c168c8cadbb54e0a5e74c7b5	https://uchicago.box.com/shared/static/ilunj140jiucg4ejfh2al6knjhyiuwb9.gz	wget https://uchicago.box.com/shared/static/ilunj140jiucg4ejfh2al6knjhyiuwb9.gz -O smultixcan_22601_24223282_ccn30.tsv.gz
22601_24233025-Job_coding_statistician	22601_24233025	Job coding: statistician (22601_24233025)	binary	89866	132	89734	UK Biobank	Rapid GWAS Project	smultixcan_22601_24233025_ccn30.tsv.gz	edef4c855f0b275acb4fc7ecaf7d2dd7607b6297	https://uchicago.box.com/shared/static/ed4yvjna3qm4eyqu1xudz276qgf6vhoj.gz	wget https://uchicago.box.com/shared/static/ed4yvjna3qm4eyqu1xudz276qgf6vhoj.gz -O smultixcan_22601_24233025_ccn30.tsv.gz
22601_24233283-Job_coding_management_consultant_actuary_economist_statistician_statistical_controllerassistant_business_analyst_demographer_economic_forecaster	22601_24233283	Job coding: management consultant, actuary, economist, statistician, statistical controller/assistant, business analyst, demographer, economic forecaster (22601_24233283)	binary	89866	927	88939	UK Biobank	Rapid GWAS Project	smultixcan_22601_24233283_ccn30.tsv.gz	fe3722e16db4dd8668d02ed1cc4644b2527290dc	https://uchicago.box.com/shared/static/bgknu8ex3hcfup6esv7nhgbl1zoldtcg.gz	wget https://uchicago.box.com/shared/static/bgknu8ex3hcfup6esv7nhgbl1zoldtcg.gz -O smultixcan_22601_24233283_ccn30.tsv.gz
22601_24312597-Job_coding_architect_landscape_architectdesigner_structural_designer	22601_24312597	Job coding: architect, landscape architect/designer, structural designer (22601_24312597)	binary	89866	358	89508	UK Biobank	Rapid GWAS Project	smultixcan_22601_24312597_ccn30.tsv.gz	2ee4f0e941f69eb3d5ce754b0cdcdd9db50ebff4	https://uchicago.box.com/shared/static/u3gxx82v7zksq7xsbprfa0qvaqlklrce.gz	wget https://uchicago.box.com/shared/static/u3gxx82v7zksq7xsbprfa0qvaqlklrce.gz -O smultixcan_22601_24312597_ccn30.tsv.gz
22601_24313288-Job_coding_architect_landscape_architectdesigner_structural_designer	22601_24313288	Job coding: architect, landscape architect/designer, structural designer (22601_24313288)	binary	89866	413	89453	UK Biobank	Rapid GWAS Project	smultixcan_22601_24313288_ccn30.tsv.gz	623a978f158d6ae33ea185a7c75f1940638136b2	https://uchicago.box.com/shared/static/p00b80k9pf2t9imbvy3aqxljawonp6ib.gz	wget https://uchicago.box.com/shared/static/p00b80k9pf2t9imbvy3aqxljawonp6ib.gz -O smultixcan_22601_24313288_ccn30.tsv.gz
22601_24323289-Job_coding_town_planner_development_officer	22601_24323289	Job coding: town planner, development officer (22601_24323289)	binary	89866	217	89649	UK Biobank	Rapid GWAS Project	smultixcan_22601_24323289_ccn30.tsv.gz	954ba1e8702e5b5f2b04c2cd28e383d69ff546f3	https://uchicago.box.com/shared/static/ol8662ljyrirezzn7br1fwbmcn2sg4gr.gz	wget https://uchicago.box.com/shared/static/ol8662ljyrirezzn7br1fwbmcn2sg4gr.gz -O smultixcan_22601_24323289_ccn30.tsv.gz
22601_24332598-Job_coding_quantity_surveyor_quantity_survey_technician	22601_24332598	Job coding: quantity surveyor, quantity survey technician (22601_24332598)	binary	89866	332	89534	UK Biobank	Rapid GWAS Project	smultixcan_22601_24332598_ccn30.tsv.gz	3c93d71795acf5ca7695e9f0ea02db86ec3581fd	https://uchicago.box.com/shared/static/15al07pvwpy839hncxyvoyonv63ww059.gz	wget https://uchicago.box.com/shared/static/15al07pvwpy839hncxyvoyonv63ww059.gz -O smultixcan_22601_24332598_ccn30.tsv.gz
22601_24342599-Job_coding_chartered_surveyor_building_surveyor_land_surveyor	22601_24342599	Job coding: chartered surveyor, building surveyor, land surveyor (22601_24342599)	binary	89866	321	89545	UK Biobank	Rapid GWAS Project	smultixcan_22601_24342599_ccn30.tsv.gz	89132145279414db58164d7b2ac8d5cb0753d594	https://uchicago.box.com/shared/static/vc4bcbf0gowlbaw0i37ppxgozp8maao6.gz	wget https://uchicago.box.com/shared/static/vc4bcbf0gowlbaw0i37ppxgozp8maao6.gz -O smultixcan_22601_24342599_ccn30.tsv.gz
22601_24342600-Job_coding_riverwater_surveyor_surveyor_and_estimator_topographer_property_surveyor	22601_24342600	Job coding: river/water surveyor, surveyor and estimator, topographer, property surveyor (22601_24342600)	binary	89866	130	89736	UK Biobank	Rapid GWAS Project	smultixcan_22601_24342600_ccn30.tsv.gz	15d1ee879b7f4bd00b77616fb38f41e94d37d7dc	https://uchicago.box.com/shared/static/ntlvg5js83tdnv2wm1x1urq6sjucjwq9.gz	wget https://uchicago.box.com/shared/static/ntlvg5js83tdnv2wm1x1urq6sjucjwq9.gz -O smultixcan_22601_24342600_ccn30.tsv.gz
22601_24343291-Job_coding_chartered_surveyor_building_surveyor_land_surveyor_miningminerals_surveyor_riverwater_surveyor_surveyor_and_estimator_topographer_property_surveyor	22601_24343291	Job coding: chartered surveyor, building surveyor, land surveyor, mining/minerals surveyor, river/water surveyor, surveyor and estimator, topographer, property surveyor (22601_24343291)	binary	89866	284	89582	UK Biobank	Rapid GWAS Project	smultixcan_22601_24343291_ccn30.tsv.gz	335c7c2f28ab3e858c7daf4a1c40112739e5f9ef	https://uchicago.box.com/shared/static/zkjzgy9k94dw5x0ho01diwy6mthdpu72.gz	wget https://uchicago.box.com/shared/static/zkjzgy9k94dw5x0ho01diwy6mthdpu72.gz -O smultixcan_22601_24343291_ccn30.tsv.gz
22601_24413202-Job_coding_civil_service_senior_manager_outside_the_senior_civil_service_former_grades_6_and_7	22601_24413202	Job coding: civil service senior manager outside the senior civil service (former grades 6 and 7) (22601_24413202)	binary	89866	1324	88542	UK Biobank	Rapid GWAS Project	smultixcan_22601_24413202_ccn30.tsv.gz	2f74b92b0442ddf18896d67cade07e737c923adf	https://uchicago.box.com/shared/static/r71pwp0kj8tobb048cfi25r7z3zlgp1c.gz	wget https://uchicago.box.com/shared/static/r71pwp0kj8tobb048cfi25r7z3zlgp1c.gz -O smultixcan_22601_24413202_ccn30.tsv.gz
22601_24423108-Job_coding_social_worker_child_careprotection_officer_adoption_officer_mental_health_officer_almoner_family_case_worker	22601_24423108	Job coding: social worker, child care/protection officer, adoption officer, mental health officer, almoner, family case worker (22601_24423108)	binary	89866	1488	88378	UK Biobank	Rapid GWAS Project	smultixcan_22601_24423108_ccn30.tsv.gz	697b389cf25459d7d106135aba58d73e31e2d484	https://uchicago.box.com/shared/static/hzjgw9jzsot996vkyji6hsc8ye8ryseu.gz	wget https://uchicago.box.com/shared/static/hzjgw9jzsot996vkyji6hsc8ye8ryseu.gz -O smultixcan_22601_24423108_ccn30.tsv.gz
22601_24433109-Job_coding_probation_officer_community_service_officer	22601_24433109	Job coding: probation officer, community service officer (22601_24433109)	binary	89866	180	89686	UK Biobank	Rapid GWAS Project	smultixcan_22601_24433109_ccn30.tsv.gz	818ba6477e5e4b672a8aae2dd9510599ebb25dce	https://uchicago.box.com/shared/static/2ehkcm6augicg95urer5k2e2x4f0gcaz.gz	wget https://uchicago.box.com/shared/static/2ehkcm6augicg95urer5k2e2x4f0gcaz.gz -O smultixcan_22601_24433109_ccn30.tsv.gz
22601_24443114-Job_coding_clergymanwoman_any_religious_officerleader	22601_24443114	Job coding: clergyman/woman; any religious officer/leader (22601_24443114)	binary	89866	516	89350	UK Biobank	Rapid GWAS Project	smultixcan_22601_24443114_ccn30.tsv.gz	1c1001edf3856639336e0deba057b1f8e81b3493	https://uchicago.box.com/shared/static/ylzae265r1rztmtp31bexiq6y7k0d5q9.gz	wget https://uchicago.box.com/shared/static/ylzae265r1rztmtp31bexiq6y7k0d5q9.gz -O smultixcan_22601_24443114_ccn30.tsv.gz
22601_24513035-Job_coding_librarian_assistant_librarian	22601_24513035	Job coding: librarian, assistant librarian (22601_24513035)	binary	89866	156	89710	UK Biobank	Rapid GWAS Project	smultixcan_22601_24513035_ccn30.tsv.gz	24b9a22ae3ef5c54a64b988d5d432678e85e4f2f	https://uchicago.box.com/shared/static/jum3tb11vnmxbimulbrkj6fbrxi5zef1.gz	wget https://uchicago.box.com/shared/static/jum3tb11vnmxbimulbrkj6fbrxi5zef1.gz -O smultixcan_22601_24513035_ccn30.tsv.gz
22601_24513314-Job_coding_librarian_assistant_librarian	22601_24513314	Job coding: librarian, assistant librarian (22601_24513314)	binary	89866	740	89126	UK Biobank	Rapid GWAS Project	smultixcan_22601_24513314_ccn30.tsv.gz	4f2e1622c5e56401eab8f65cad13af9a3fac4b71	https://uchicago.box.com/shared/static/a85d5w4yaty8d53phfybbgo7plcozgr1.gz	wget https://uchicago.box.com/shared/static/a85d5w4yaty8d53phfybbgo7plcozgr1.gz -O smultixcan_22601_24513314_ccn30.tsv.gz
22601_24513424-Job_coding_librarian_assistant_librarian	22601_24513424	Job coding: librarian, assistant librarian (22601_24513424)	binary	89866	351	89515	UK Biobank	Rapid GWAS Project	smultixcan_22601_24513424_ccn30.tsv.gz	1b18be14c2798ab16c57d9df260ea2643d8551ab	https://uchicago.box.com/shared/static/t43cxex3oslorynum9zq19b1nme21i0x.gz	wget https://uchicago.box.com/shared/static/t43cxex3oslorynum9zq19b1nme21i0x.gz -O smultixcan_22601_24513424_ccn30.tsv.gz
22601_24523188-Job_coding_archivist_curator_conservator_inspector_of_ancient_monuments_museum_officer	22601_24523188	Job coding: archivist, curator, conservator, inspector of ancient monuments, museum officer (22601_24523188)	binary	89866	146	89720	UK Biobank	Rapid GWAS Project	smultixcan_22601_24523188_ccn30.tsv.gz	041b4e715b565fc71d0dc21e46916e9da31f963f	https://uchicago.box.com/shared/static/09z8mjt04bm2zq5tgpqav4gs7c9sldnz.gz	wget https://uchicago.box.com/shared/static/09z8mjt04bm2zq5tgpqav4gs7c9sldnz.gz -O smultixcan_22601_24523188_ccn30.tsv.gz
22601_31113033-Job_coding_laboratory_technician_scientific_assistant_cytology_screener_hospital_medical_or_health_technician	22601_31113033	Job coding: laboratory technician, scientific assistant, cytology screener; hospital, medical or health technician (22601_31113033)	binary	89866	2162	87704	UK Biobank	Rapid GWAS Project	smultixcan_22601_31113033_ccn30.tsv.gz	1521f1c1d2492b9851607c0c8392a87c1192c054	https://uchicago.box.com/shared/static/mtgaz1k1iq4z6zfj7qmc7dx19e6xiuk0.gz	wget https://uchicago.box.com/shared/static/mtgaz1k1iq4z6zfj7qmc7dx19e6xiuk0.gz -O smultixcan_22601_31113033_ccn30.tsv.gz
22601_31113086-Job_coding_laboratory_technician	22601_31113086	Job coding: laboratory technician (22601_31113086)	binary	89866	449	89417	UK Biobank	Rapid GWAS Project	smultixcan_22601_31113086_ccn30.tsv.gz	89a133648d55f89efde65311251eaea4d08cb90d	https://uchicago.box.com/shared/static/r2bzuo43pwi6qbaite27n0vupxvooc3q.gz	wget https://uchicago.box.com/shared/static/r2bzuo43pwi6qbaite27n0vupxvooc3q.gz -O smultixcan_22601_31113086_ccn30.tsv.gz
22601_31122951-Job_coding_electricalelectronics_technician	22601_31122951	Job coding: electrical/electronics technician (22601_31122951)	binary	89866	357	89509	UK Biobank	Rapid GWAS Project	smultixcan_22601_31122951_ccn30.tsv.gz	53f86dd9723607ea285a23c0dd7ef95b10d5cfd0	https://uchicago.box.com/shared/static/80t79vwbqwp72lzim2mrv5pkoyfm3t8h.gz	wget https://uchicago.box.com/shared/static/80t79vwbqwp72lzim2mrv5pkoyfm3t8h.gz -O smultixcan_22601_31122951_ccn30.tsv.gz
22601_31123049-Job_coding_electrical_or_electronics_technician_signals_officer	22601_31123049	Job coding: electrical or electronics technician, signals officer (22601_31123049)	binary	89866	528	89338	UK Biobank	Rapid GWAS Project	smultixcan_22601_31123049_ccn30.tsv.gz	59da9702bf4edafe8c7c248c53c4d5835899a47f	https://uchicago.box.com/shared/static/0jkmjlxprltisiaphbd9767hbs32te6l.gz	wget https://uchicago.box.com/shared/static/0jkmjlxprltisiaphbd9767hbs32te6l.gz -O smultixcan_22601_31123049_ccn30.tsv.gz
22601_31133050-Job_coding_engineering_technician_engineers_assistant_commissioning_engineer_contracts_engineer_technician_engineer_industrial_radiographer	22601_31133050	Job coding: engineering technician, engineer's assistant, commissioning engineer, contracts engineer, technician engineer, industrial radiographer (22601_31133050)	binary	89866	905	88961	UK Biobank	Rapid GWAS Project	smultixcan_22601_31133050_ccn30.tsv.gz	b1179905d58c935b1c8b26908e6c06f0b585fb01	https://uchicago.box.com/shared/static/z8cz21w6rop8qcn6yfqq3mup90amy2wr.gz	wget https://uchicago.box.com/shared/static/z8cz21w6rop8qcn6yfqq3mup90amy2wr.gz -O smultixcan_22601_31133050_ccn30.tsv.gz
22601_31143051-Job_coding_building_or_civil_engineering_technician_structural_engineering_technician_survey_technician	22601_31143051	Job coding: building or civil engineering technician, structural engineering technician, survey technician (22601_31143051)	binary	89866	124	89742	UK Biobank	Rapid GWAS Project	smultixcan_22601_31143051_ccn30.tsv.gz	bfeab732b480076db84640f3917e37a78e36c6e1	https://uchicago.box.com/shared/static/j4i5ksvxgpm9d755qy6rbpphb36wf05b.gz	wget https://uchicago.box.com/shared/static/j4i5ksvxgpm9d755qy6rbpphb36wf05b.gz -O smultixcan_22601_31143051_ccn30.tsv.gz
22601_31152695-Job_coding_quality_assurance_techniciancoordinator	22601_31152695	Job coding: quality assurance technician/co-ordinator (22601_31152695)	binary	89866	234	89632	UK Biobank	Rapid GWAS Project	smultixcan_22601_31152695_ccn30.tsv.gz	a9c7549b8b705e946066d26dce657094cf366d37	https://uchicago.box.com/shared/static/0afe63tzbt3yg8ou8c7asptkkf7dotz9.gz	wget https://uchicago.box.com/shared/static/0afe63tzbt3yg8ou8c7asptkkf7dotz9.gz -O smultixcan_22601_31152695_ccn30.tsv.gz
22601_31153052-Job_coding_quality_assurance_technician_or_coordinator	22601_31153052	Job coding: quality assurance technician or co-ordinator (22601_31153052)	binary	89866	114	89752	UK Biobank	Rapid GWAS Project	smultixcan_22601_31153052_ccn30.tsv.gz	171a7434704c1f7b2973337ec0a6dbc2c2864cb2	https://uchicago.box.com/shared/static/0e2rrcnoyl3oaeqgjonld5qc06p1w0w4.gz	wget https://uchicago.box.com/shared/static/0e2rrcnoyl3oaeqgjonld5qc06p1w0w4.gz -O smultixcan_22601_31153052_ccn30.tsv.gz
22601_31193034-Job_coding_other_science_technician_materials_technician_technical_assistant_technical_officer	22601_31193034	Job coding: other science technician, materials technician, technical assistant, technical officer (22601_31193034)	binary	89866	1402	88464	UK Biobank	Rapid GWAS Project	smultixcan_22601_31193034_ccn30.tsv.gz	8cd6ab3ae5fe680dcc04739db3c89c59baee62b8	https://uchicago.box.com/shared/static/kwm0el3weghjekan6qn2woha0o2mgynx.gz	wget https://uchicago.box.com/shared/static/kwm0el3weghjekan6qn2woha0o2mgynx.gz -O smultixcan_22601_31193034_ccn30.tsv.gz
22601_31193055-Job_coding_other_engineering_technician_including_materials_technician_technical_assistant_technical_officer	22601_31193055	Job coding: other engineering technician, including materials technician, technical assistant, technical officer (22601_31193055)	binary	89866	608	89258	UK Biobank	Rapid GWAS Project	smultixcan_22601_31193055_ccn30.tsv.gz	130ec118ab56803a2f277fe5bc3cf935ba46b2b5	https://uchicago.box.com/shared/static/c3kxx6l4630yol8uluszgf9c6ir06nba.gz	wget https://uchicago.box.com/shared/static/c3kxx6l4630yol8uluszgf9c6ir06nba.gz -O smultixcan_22601_31193055_ccn30.tsv.gz
